Date,From_Community,Maximum_Temperature,Minimum_Temperature,Average_Temperature,Temperature_Range,Total_Precipitation,Total_Snow,Average_Humidity,Maximum_Wind_Speed
2015-11-30,LINCOLN PARK,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,LINCOLN SQUARE,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,LOGAN SQUARE,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,LOOP,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,LOWER WEST SIDE,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,MCKINLEY PARK,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,NEAR NORTH SIDE,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,NEAR SOUTH SIDE,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,NEAR WEST SIDE,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,NEW CITY,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,NORTH CENTER,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,NORTH LAWNDALE,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,NORTH PARK,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,PORTAGE PARK,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,ROGERS PARK,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,SOUTH CHICAGO,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,SOUTH LAWNDALE,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,SOUTH SHORE,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,UPTOWN,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,WASHINGTON PARK,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,WEST ENGLEWOOD,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,WEST GARFIELD PARK,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,WEST RIDGE,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,WEST TOWN,43.7,34.3,39,9.4,0.01,0,66,16
2015-11-30,WOODLAWN,43.7,34.3,39,9.4,0.01,0,66,16
2015-12-01,ALBANY PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,ARMOUR SQUARE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,AUSTIN,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,AVALON PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,AVONDALE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,BRIDGEPORT,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,CHATHAM,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,DOUGLAS,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,EAST GARFIELD PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,EDGEWATER,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,ENGLEWOOD,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,FULLER PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,GRAND BOULEVARD,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,GREATER GRAND CROSSING,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,HERMOSA,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,HUMBOLDT PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,HYDE PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,IRVING PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,KENWOOD,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,LAKE VIEW,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,LINCOLN PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,LINCOLN SQUARE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,LOGAN SQUARE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,LOOP,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,LOWER WEST SIDE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,MCKINLEY PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,NEAR NORTH SIDE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,NEAR SOUTH SIDE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,NEAR WEST SIDE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,NEW CITY,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,NORTH CENTER,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,NORTH LAWNDALE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,NORTH PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,PORTAGE PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,ROGERS PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,SOUTH CHICAGO,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,SOUTH LAWNDALE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,SOUTH SHORE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,UPTOWN,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,WASHINGTON PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,WEST ENGLEWOOD,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,WEST GARFIELD PARK,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,WEST RIDGE,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,WEST TOWN,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-01,WOODLAWN,44.3,38,41.15,6.3,0.29,0,84,17
2015-12-02,ALBANY PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,ARMOUR SQUARE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,AUSTIN,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,AVALON PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,AVONDALE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,BRIDGEPORT,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,CHATHAM,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,DOUGLAS,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,EAST GARFIELD PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,EDGEWATER,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,ENGLEWOOD,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,FULLER PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,GRAND BOULEVARD,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,GREATER GRAND CROSSING,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,HERMOSA,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,HUMBOLDT PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,HYDE PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,IRVING PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,KENWOOD,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,LAKE VIEW,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,LINCOLN PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,LINCOLN SQUARE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,LOGAN SQUARE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,LOOP,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,LOWER WEST SIDE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,MCKINLEY PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,NEAR NORTH SIDE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,NEAR SOUTH SIDE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,NEAR WEST SIDE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,NEW CITY,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,NORTH CENTER,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,NORTH LAWNDALE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,NORTH PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,PORTAGE PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,ROGERS PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,SOUTH CHICAGO,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,SOUTH LAWNDALE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,SOUTH SHORE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,UPTOWN,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,WASHINGTON PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,WEST ENGLEWOOD,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,WEST GARFIELD PARK,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,WEST RIDGE,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,WEST TOWN,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-02,WOODLAWN,40.3,33.3,36.8,7,0.24,0.3,89,16
2015-12-03,ALBANY PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,ARMOUR SQUARE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,AUSTIN,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,AVALON PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,AVONDALE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,BRIDGEPORT,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,CHATHAM,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,DOUGLAS,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,EAST GARFIELD PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,EDGEWATER,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,ENGLEWOOD,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,FULLER PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,GRAND BOULEVARD,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,GREATER GRAND CROSSING,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,HERMOSA,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,HUMBOLDT PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,HYDE PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,IRVING PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,KENWOOD,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,LAKE VIEW,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,LINCOLN PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,LINCOLN SQUARE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,LOGAN SQUARE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,LOOP,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,LOWER WEST SIDE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,MCKINLEY PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,NEAR NORTH SIDE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,NEAR SOUTH SIDE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,NEAR WEST SIDE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,NEW CITY,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,NORTH CENTER,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,NORTH LAWNDALE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,NORTH PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,PORTAGE PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,ROGERS PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,SOUTH CHICAGO,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,SOUTH LAWNDALE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,SOUTH SHORE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,UPTOWN,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,WASHINGTON PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,WEST ENGLEWOOD,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,WEST GARFIELD PARK,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,WEST RIDGE,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,WEST TOWN,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-03,WOODLAWN,36.4,30.4,33.4,6,0.01,0,90,15
2015-12-04,ALBANY PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,ARMOUR SQUARE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,AUSTIN,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,AVALON PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,AVONDALE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,BRIDGEPORT,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,CHATHAM,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,DOUGLAS,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,EAST GARFIELD PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,EDGEWATER,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,ENGLEWOOD,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,FULLER PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,GRAND BOULEVARD,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,GREATER GRAND CROSSING,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,HERMOSA,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,HUMBOLDT PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,HYDE PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,IRVING PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,KENWOOD,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,LAKE VIEW,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,LINCOLN PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,LINCOLN SQUARE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,LOGAN SQUARE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,LOOP,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,LOWER WEST SIDE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,MCKINLEY PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,NEAR NORTH SIDE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,NEAR SOUTH SIDE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,NEAR WEST SIDE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,NEW CITY,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,NORTH CENTER,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,NORTH LAWNDALE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,NORTH PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,PORTAGE PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,ROGERS PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,SOUTH CHICAGO,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,SOUTH LAWNDALE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,SOUTH SHORE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,UPTOWN,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,WASHINGTON PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,WEST ENGLEWOOD,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,WEST GARFIELD PARK,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,WEST RIDGE,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,WEST TOWN,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-04,WOODLAWN,42.6,32.8,37.7,9.8,0.03,0,96,13
2015-12-05,ALBANY PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,ARMOUR SQUARE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,AUSTIN,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,AVALON PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,AVONDALE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,BRIDGEPORT,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,CHATHAM,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,DOUGLAS,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,EAST GARFIELD PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,EDGEWATER,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,ENGLEWOOD,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,FULLER PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,GRAND BOULEVARD,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,GREATER GRAND CROSSING,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,HERMOSA,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,HUMBOLDT PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,HYDE PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,IRVING PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,KENWOOD,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,LAKE VIEW,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,LINCOLN PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,LINCOLN SQUARE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,LOGAN SQUARE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,LOOP,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,LOWER WEST SIDE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,MCKINLEY PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,NEAR NORTH SIDE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,NEAR SOUTH SIDE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,NEAR WEST SIDE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,NEW CITY,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,NORTH CENTER,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,NORTH LAWNDALE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,NORTH PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,PORTAGE PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,ROGERS PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,SOUTH CHICAGO,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,SOUTH LAWNDALE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,SOUTH SHORE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,UPTOWN,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,WASHINGTON PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,WEST ENGLEWOOD,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,WEST GARFIELD PARK,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,WEST RIDGE,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,WEST TOWN,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-05,WOODLAWN,42.2,28.3,35.25,13.9,0.01,0,86,11
2015-12-06,ALBANY PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,ARMOUR SQUARE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,AUSTIN,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,AVALON PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,AVONDALE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,BRIDGEPORT,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,CHATHAM,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,DOUGLAS,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,EAST GARFIELD PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,EDGEWATER,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,ENGLEWOOD,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,FULLER PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,GRAND BOULEVARD,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,GREATER GRAND CROSSING,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,HERMOSA,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,HUMBOLDT PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,HYDE PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,IRVING PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,KENWOOD,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,LAKE VIEW,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,LINCOLN PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,LINCOLN SQUARE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,LOGAN SQUARE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,LOOP,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,LOWER WEST SIDE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,MCKINLEY PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,NEAR NORTH SIDE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,NEAR SOUTH SIDE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,NEAR WEST SIDE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,NEW CITY,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,NORTH CENTER,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,NORTH LAWNDALE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,NORTH PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,PORTAGE PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,ROGERS PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,SOUTH CHICAGO,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,SOUTH LAWNDALE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,SOUTH SHORE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,UPTOWN,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,WASHINGTON PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,WEST ENGLEWOOD,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,WEST GARFIELD PARK,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,WEST RIDGE,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,WEST TOWN,46.6,33,39.8,13.6,0,0,77,13
2015-12-06,WOODLAWN,46.6,33,39.8,13.6,0,0,77,13
2015-12-07,ALBANY PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,ARMOUR SQUARE,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,AUSTIN,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,AVALON PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,AVONDALE,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,BRIDGEPORT,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,CHATHAM,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,DOUGLAS,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,EAST GARFIELD PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,EDGEWATER,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,ENGLEWOOD,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,FULLER PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,GRAND BOULEVARD,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,GREATER GRAND CROSSING,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,HERMOSA,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,HUMBOLDT PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,HYDE PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,IRVING PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,KENWOOD,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,LAKE VIEW,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,LINCOLN PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,LINCOLN SQUARE,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,LOGAN SQUARE,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,LOOP,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,LOWER WEST SIDE,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,MCKINLEY PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,NEAR NORTH SIDE,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,NEAR SOUTH SIDE,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,NEAR WEST SIDE,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,NEW CITY,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,NORTH CENTER,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,NORTH LAWNDALE,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,NORTH PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,PORTAGE PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,ROGERS PARK,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,SOUTH CHICAGO,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,SOUTH LAWNDALE,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,SOUTH SHORE,41.8,34.4,38.1,7.4,0.04,0,89,9
2015-12-07,UPTOWN,41.8,34.4,38.1,7.4,0.04,0,89,9
